run,variant,pinata_account,fl_round,block_type,expected_pin,pin_status,tx_hash,basescan_url,ipfs_hash,pinata_account_actual,date_pinned
baseline_20260525_142812,baseline,1,5,GLOBAL,round_5_global_metrics,success,0xa81988d6e553d56e98f49e23a9fa397479e7f0fc16f1f30a2ea60485f2b84342,https://basescan.org/tx/0xa81988d6e553d56e98f49e23a9fa397479e7f0fc16f1f30a2ea60485f2b84342,Qmbq6XrVbLWc1aiaZLYWU9XnTTRHEUYmpPwSgHhxr9n5oA,account_1,2026-05-25T09:42:22
baseline_20260525_142812,baseline,1,6,LOCAL,round_6_local,success,0xe764c0da9b92de96b07d1e76040cd90ecb74ff670b4c1fdcc9bd3cd248284886,https://basescan.org/tx/0xe764c0da9b92de96b07d1e76040cd90ecb74ff670b4c1fdcc9bd3cd248284886,QmV5kUJrEDHM8HMEUy8afBnbZkocKEDbzRWkQKowoPU4Kv,account_1,2026-05-25T09:44:14
baseline_20260525_142812,baseline,1,6,VOTE,round_6_votes,success,0xdf501e7cf78319e7200308db0487dcf55d1bc0ecc035c08a0c341445e3dcfaaf,https://basescan.org/tx/0xdf501e7cf78319e7200308db0487dcf55d1bc0ecc035c08a0c341445e3dcfaaf,QmPM7KANoJ4QuRCPtcdvyoxr5t67iABhq8dKbR3hUzEZU6,account_1,2026-05-25T09:44:16
baseline_20260525_142812,baseline,1,6,GLOBAL,round_6_global_model,success,0x14c856191407af56e2cd2c1ba42d214a497b1770466b191bd4ba459663b36ab0,https://basescan.org/tx/0x14c856191407af56e2cd2c1ba42d214a497b1770466b191bd4ba459663b36ab0,QmdzyP2eZghtcsmC4TUZwn8j7fWAekwKQy3Dak2ee5d9zi,account_1,2026-05-25T09:45:05
baseline_20260525_142812,baseline,1,6,GLOBAL,round_6_global_metrics,success,0x14c856191407af56e2cd2c1ba42d214a497b1770466b191bd4ba459663b36ab0,https://basescan.org/tx/0x14c856191407af56e2cd2c1ba42d214a497b1770466b191bd4ba459663b36ab0,QmNbnfRytcb4v8BhWX6pAPWVDhR4ek8m2jGDFvVn2f3tBy,account_1,2026-05-25T09:45:06
baseline_20260525_142812,baseline,1,7,LOCAL,round_7_local,success,0x95e1f6cfb4f60606e9540d38aeb492a684b69f22805f31670814b6ddc5d03a9a,https://basescan.org/tx/0x95e1f6cfb4f60606e9540d38aeb492a684b69f22805f31670814b6ddc5d03a9a,Qma8FoGZQvAB25SnSAV2WomsMioUW39vs4j8bPHGno7AKQ,account_1,2026-05-25T09:46:57
baseline_20260525_142812,baseline,1,7,VOTE,round_7_votes,success,0x713ee2dba6acdce9fc79a3c5c636e6efe2b179058c48547825b93f0cb321aa18,https://basescan.org/tx/0x713ee2dba6acdce9fc79a3c5c636e6efe2b179058c48547825b93f0cb321aa18,QmNrMurr2r7t9w55vWyZvLcLYoxgE98V8xY7G4VV2XwpUB,account_1,2026-05-25T09:46:58
baseline_20260525_142812,baseline,1,7,GLOBAL,round_7_global_model,success,0x8cdbab8397700b97980d46d45ba6cb02cb492f99ee83025c4f579876d459b168,https://basescan.org/tx/0x8cdbab8397700b97980d46d45ba6cb02cb492f99ee83025c4f579876d459b168,QmQnVEXWnwQDm7iSFUHu82tduonzwMgUe1wTfDv5A2XqoK,account_1,2026-05-25T09:47:36
baseline_20260525_142812,baseline,1,7,GLOBAL,round_7_global_metrics,success,0x8cdbab8397700b97980d46d45ba6cb02cb492f99ee83025c4f579876d459b168,https://basescan.org/tx/0x8cdbab8397700b97980d46d45ba6cb02cb492f99ee83025c4f579876d459b168,QmWaFyTs3riUtJYrno3RH3pi2cXCErMPNc3dm8UoqnucBH,account_1,2026-05-25T09:47:37
baseline_20260525_142812,baseline,1,8,LOCAL,round_8_local,success,0xf41627e4423e731140770e815941e851129545c28d63d81e9f14932cf26259a1,https://basescan.org/tx/0xf41627e4423e731140770e815941e851129545c28d63d81e9f14932cf26259a1,QmYQxhW6W1gvy8KAnGsvEdqnB5hUvmyyGKQsuaCDNtabK9,account_1,2026-05-25T09:49:21
baseline_20260525_142812,baseline,1,8,VOTE,round_8_votes,success,0xd86b320c4d0c997386d54b3d5d9e35ceaea845e8140f0d60c9f28970fd8cbfed,https://basescan.org/tx/0xd86b320c4d0c997386d54b3d5d9e35ceaea845e8140f0d60c9f28970fd8cbfed,Qmf6JrAigvJj4uXqxahava197yESgCuSkGxeUUCHaW3s3d,account_1,2026-05-25T09:49:23
baseline_20260525_142812,baseline,1,8,GLOBAL,round_8_global_model,success,0xc0bdf313510b6cc0ce57425e9be053a1d47e671b2a49096ceb96f4ef70fac1fe,https://basescan.org/tx/0xc0bdf313510b6cc0ce57425e9be053a1d47e671b2a49096ceb96f4ef70fac1fe,QmQYaAKE4xXhNAwgw6N8kTkuEfQmNs5roK6U81HyCwuURv,account_1,2026-05-25T09:50:20
baseline_20260525_142812,baseline,1,8,GLOBAL,round_8_global_metrics,success,0xc0bdf313510b6cc0ce57425e9be053a1d47e671b2a49096ceb96f4ef70fac1fe,https://basescan.org/tx/0xc0bdf313510b6cc0ce57425e9be053a1d47e671b2a49096ceb96f4ef70fac1fe,QmeiVSGsa2ZexGsZsb59noZWjZgPo58x1cFuBBzfD8UA5y,account_1,2026-05-25T09:50:22
baseline_20260525_142812,baseline,1,9,LOCAL,round_9_local,success,0xb7f8e240699b0a5c550ffa16ff8765162c1cf89403b283d7a554d283f1bfd6fa,https://basescan.org/tx/0xb7f8e240699b0a5c550ffa16ff8765162c1cf89403b283d7a554d283f1bfd6fa,QmR8gzr1RvCDkvKNM4pmTR2CKfHRJii5VRPgCdGcasSbvi,account_1,2026-05-25T09:52:05
baseline_20260525_142812,baseline,1,9,VOTE,round_9_votes,success,0x536e4fca4376b2312f3b3764d81135b0b4c93b9225f1367631f618dad0d1167c,https://basescan.org/tx/0x536e4fca4376b2312f3b3764d81135b0b4c93b9225f1367631f618dad0d1167c,Qmed2h2H9k5xSwnsNYvxznhXdqDFrJaFcu8q7tWBueCSmb,account_1,2026-05-25T09:52:07
baseline_20260525_142812,baseline,1,9,GLOBAL,round_9_global_model,success,0x5d1f4d29d20e03510113c042e3e7a2702230a1e9c44f22cc1ea05d36c4be0fc3,https://basescan.org/tx/0x5d1f4d29d20e03510113c042e3e7a2702230a1e9c44f22cc1ea05d36c4be0fc3,QmWcemUfiuqhzJ8gAEJvfHBFD2CdZWL5PeADi3WoZZeh6P,account_1,2026-05-25T09:52:56
baseline_20260525_142812,baseline,1,9,GLOBAL,round_9_global_metrics,success,0x5d1f4d29d20e03510113c042e3e7a2702230a1e9c44f22cc1ea05d36c4be0fc3,https://basescan.org/tx/0x5d1f4d29d20e03510113c042e3e7a2702230a1e9c44f22cc1ea05d36c4be0fc3,QmWaY4tKR2sorZcWF27U6C9YcMkbvwRnoANJWE59uXKwXh,account_1,2026-05-25T09:52:57
baseline_20260525_142812,baseline,1,10,LOCAL,round_10_local,success,0xd04bc6d44b28aff177b710a7d38785e63c0d781f5cba8e6c3f7d12806d9282c8,https://basescan.org/tx/0xd04bc6d44b28aff177b710a7d38785e63c0d781f5cba8e6c3f7d12806d9282c8,Qmb5Kx298J9uiqAT74iqdYTCWDqMAzBR3BZeyF2MECogeB,account_1,2026-05-25T09:54:40
baseline_20260525_142812,baseline,1,10,VOTE,round_10_votes,success,0x4fdf5e7595323b770624b50aff81eb3e6a25663055b36cc47a346be168669963,https://basescan.org/tx/0x4fdf5e7595323b770624b50aff81eb3e6a25663055b36cc47a346be168669963,Qma5PNiuafWcubjHgtzN5CMLsu6d2PxZsQUt8gddRvBnDv,account_1,2026-05-25T09:54:41
baseline_20260525_142812,baseline,1,10,GLOBAL,round_10_global_model,success,0x98ded4a2e22e33bb52468b16408cad93c34a85ab2c27fb2f9d744c153aa79a98,https://basescan.org/tx/0x98ded4a2e22e33bb52468b16408cad93c34a85ab2c27fb2f9d744c153aa79a98,QmPg9it3AsM2ZGqPCQgEReA5nCpCRXzfkLsHHjnPkZRxcR,account_1,2026-05-25T09:55:39
baseline_20260525_142812,baseline,1,10,GLOBAL,round_10_global_metrics,success,0x98ded4a2e22e33bb52468b16408cad93c34a85ab2c27fb2f9d744c153aa79a98,https://basescan.org/tx/0x98ded4a2e22e33bb52468b16408cad93c34a85ab2c27fb2f9d744c153aa79a98,Qmf1GHPQ3PGPCXR1PfzwbKmzyBdEXMMZuXngsRRa2VNmQ9,account_1,2026-05-25T09:55:40
optimized_20260525_145607,optimized,1,0,GLOBAL,round_0_global_model,success,0x6986d71590022b5dfd90a8db710c2b1a9e41d08451c15a01f017050a70920207,https://basescan.org/tx/0x6986d71590022b5dfd90a8db710c2b1a9e41d08451c15a01f017050a70920207,QmYe73fdB6MCYvMuzCwQqPPgpqA1rS3jz919m8yGojr5su,account_1,2026-05-25T09:56:27
optimized_20260525_145607,optimized,1,0,GLOBAL,round_0_global_metrics,success,0x6986d71590022b5dfd90a8db710c2b1a9e41d08451c15a01f017050a70920207,https://basescan.org/tx/0x6986d71590022b5dfd90a8db710c2b1a9e41d08451c15a01f017050a70920207,QmdULsuNfcDz2YVhBAEL5HjgVbZmgbD5wpi58UFWD68kL7,account_1,2026-05-25T09:56:28
optimized_20260525_145607,optimized,1,1,LOCAL,round_1_local,success,0x471b485b4e78f2781f3ef5787478f42da35012f2e47366f852e921db817bb7a8,https://basescan.org/tx/0x471b485b4e78f2781f3ef5787478f42da35012f2e47366f852e921db817bb7a8,QmScoFmy55eXhVYoLiya7eQ5b49ujAJH19oZJLkxcW2faH,account_1,2026-05-25T09:58:36
optimized_20260525_145607,optimized,1,1,VOTE,round_1_votes,success,0xc766033f4cbdfd5997c8f776dad7b5e2b48a91ad4d56337b0875a81656769bf3,https://basescan.org/tx/0xc766033f4cbdfd5997c8f776dad7b5e2b48a91ad4d56337b0875a81656769bf3,QmU82y3r9M2LThERR9aYtTjLTGPThZnZMiJtvGc8huQKbD,account_1,2026-05-25T09:58:36
optimized_20260525_145607,optimized,1,1,GLOBAL,round_1_global_model,success,0x5382b3934381e12b1b80b64fd22de353f9fc1f819eabde10b7d2551ddac63914,https://basescan.org/tx/0x5382b3934381e12b1b80b64fd22de353f9fc1f819eabde10b7d2551ddac63914,QmU5t2di5M1G5Zdp1K1WmCUrmVixbdtF7kKHLMy9oEhhWi,account_1,2026-05-25T09:59:28
optimized_20260525_145607,optimized,1,1,GLOBAL,round_1_global_metrics,success,0x5382b3934381e12b1b80b64fd22de353f9fc1f819eabde10b7d2551ddac63914,https://basescan.org/tx/0x5382b3934381e12b1b80b64fd22de353f9fc1f819eabde10b7d2551ddac63914,QmV27dJ4jsVuQ9pAwwYAS66fco1BdoJVsAFmpLNAMtcLpi,account_1,2026-05-25T09:59:29
optimized_20260525_145607,optimized,1,2,LOCAL,round_2_local,success,0xa9153efff04c38885cba1295e7a6190acf896cc911bd5b65ff0800d87faf7d42,https://basescan.org/tx/0xa9153efff04c38885cba1295e7a6190acf896cc911bd5b65ff0800d87faf7d42,QmeKzZauwUNRffYJf9CPGEDgq6Fy9HQqgDLMAh1BqHysit,account_1,2026-05-25T10:01:08
optimized_20260525_145607,optimized,1,2,VOTE,round_2_votes,success,0x5b098446c2ca4f791738ad3e7d557494e5079baa0a4aff3c9a014e147dd3d5be,https://basescan.org/tx/0x5b098446c2ca4f791738ad3e7d557494e5079baa0a4aff3c9a014e147dd3d5be,QmapZqRz4mA2MsMH278CkzFe7uJoZp1wJX7DogmfYAmDL6,account_1,2026-05-25T10:01:08
optimized_20260525_145607,optimized,1,2,GLOBAL,round_2_global_model,success,0x095f4fb9601ed065d1d2fc23567519e4e4abe7f473a3873f7109449424e8d854,https://basescan.org/tx/0x095f4fb9601ed065d1d2fc23567519e4e4abe7f473a3873f7109449424e8d854,QmaCMbf4M85saG56aftYRAhH7eCEPLf3kRnAdDnyLdkRav,account_1,2026-05-25T10:02:13
optimized_20260525_145607,optimized,1,2,GLOBAL,round_2_global_metrics,success,0x095f4fb9601ed065d1d2fc23567519e4e4abe7f473a3873f7109449424e8d854,https://basescan.org/tx/0x095f4fb9601ed065d1d2fc23567519e4e4abe7f473a3873f7109449424e8d854,QmazWxXAxs5y3nuLVa1gKRAn3P4gQuwVov5CtqZT5f19c4,account_1,2026-05-25T10:02:14
optimized_20260525_145607,optimized,1,3,LOCAL,round_3_local,success,0xaae6c6e3a059c8bcb2e5e87da6ec83948e2ff87fbc4935b1bc431530d86110a5,https://basescan.org/tx/0xaae6c6e3a059c8bcb2e5e87da6ec83948e2ff87fbc4935b1bc431530d86110a5,QmfU7tQ94EJo5D7Hso1HizzdguBp6APWwnKicXYa9iDSsq,account_1,2026-05-25T10:03:54
optimized_20260525_145607,optimized,1,3,VOTE,round_3_votes,success,0xb270bcfedb35794d56504100c1f8f35004cc51f8251bc3b4d3f543ca2044cf49,https://basescan.org/tx/0xb270bcfedb35794d56504100c1f8f35004cc51f8251bc3b4d3f543ca2044cf49,QmNNBH6sZKvC9nPTSvMyk5KGTYpYr21TZo89MyAHrdzpM1,account_1,2026-05-25T10:03:54
optimized_20260525_145607,optimized,1,3,GLOBAL,round_3_global_model,success,0x2a6d26f7b29106657188d634cc122970c3aa5796149498636671d89f55d8904a,https://basescan.org/tx/0x2a6d26f7b29106657188d634cc122970c3aa5796149498636671d89f55d8904a,QmbjgR6BDBZ3cKSnKVEfzfAfMwfV5ffvqUazS4GyNb9vRC,account_1,2026-05-25T10:05:02
optimized_20260525_145607,optimized,1,3,GLOBAL,round_3_global_metrics,success,0x2a6d26f7b29106657188d634cc122970c3aa5796149498636671d89f55d8904a,https://basescan.org/tx/0x2a6d26f7b29106657188d634cc122970c3aa5796149498636671d89f55d8904a,QmVr4hsRcfDZMLYCkZkAsb6hazCNn8c8DgV942GaswEKbJ,account_1,2026-05-25T10:05:02
optimized_20260525_145607,optimized,1,4,LOCAL,round_4_local,success,0x4e7f2c1c7ba73cbda916c116d570c5a95ee339e0dabe54d2ed0abfa27080e230,https://basescan.org/tx/0x4e7f2c1c7ba73cbda916c116d570c5a95ee339e0dabe54d2ed0abfa27080e230,QmebFxaeePHuDqkoyMEfnfzYyfYXMLhnwrrPmsuxiaSkef,account_1,2026-05-25T10:06:51
optimized_20260525_145607,optimized,1,4,VOTE,round_4_votes,success,0x72f1879028947076c5a7de9fab346bdf7b51972d1c57b56081e0150a5b89ac14,https://basescan.org/tx/0x72f1879028947076c5a7de9fab346bdf7b51972d1c57b56081e0150a5b89ac14,QmXtAbE8tvYPjEeLekojJZhTd7mjrp7HEVpKV7a7VgB8DW,account_1,2026-05-25T10:06:51
optimized_20260525_145607,optimized,1,4,GLOBAL,round_4_global_model,success,0x40f2954f4a6a85403e1079ea3b76ed9b80bead36db0f9bc8cdf2a92ea725078f,https://basescan.org/tx/0x40f2954f4a6a85403e1079ea3b76ed9b80bead36db0f9bc8cdf2a92ea725078f,QmbJa4NWKXNKQ374TZqDBrYVv4oXPAE4bgTq7vDunoqiKW,account_1,2026-05-25T10:07:40
optimized_20260525_145607,optimized,1,4,GLOBAL,round_4_global_metrics,success,0x40f2954f4a6a85403e1079ea3b76ed9b80bead36db0f9bc8cdf2a92ea725078f,https://basescan.org/tx/0x40f2954f4a6a85403e1079ea3b76ed9b80bead36db0f9bc8cdf2a92ea725078f,QmUG7RXHDgv2YpygpD3Rh4xPGomAzbSQFj64WEFp7n6LcF,account_1,2026-05-25T10:07:41
optimized_20260525_145607,optimized,1,5,LOCAL,round_5_local,success,0x529d8f9432e5a4949ff80066889ffd15bd6510b34d3444cd32cde447ba5bcb84,https://basescan.org/tx/0x529d8f9432e5a4949ff80066889ffd15bd6510b34d3444cd32cde447ba5bcb84,QmY6WU9sn3pnGoSQZ3CT1nKtTzKYqnfdj2pxkj7him8ZMC,account_1,2026-05-25T10:09:24
optimized_20260525_145607,optimized,1,5,VOTE,round_5_votes,success,0xc834b07136fb60ecba7ac74e5e7b300d546c763edb02f2b9e13f4d5f25fc7932,https://basescan.org/tx/0xc834b07136fb60ecba7ac74e5e7b300d546c763edb02f2b9e13f4d5f25fc7932,QmRsHu8YbBddDQo8n8GhqbWkSW2H1GQSWpatL3nGXcR6Hj,account_1,2026-05-25T10:09:25
optimized_20260525_145607,optimized,1,5,GLOBAL,round_5_global_model,success,0x7552e6d0716cd07a024487b23fd2be5327416729853003bc327ec3080f5b8dcc,https://basescan.org/tx/0x7552e6d0716cd07a024487b23fd2be5327416729853003bc327ec3080f5b8dcc,Qmcg9QTk8T2T9pm6yBTuES5NzfLiH5QYtrcNWyDXLKm5cF,account_1,2026-05-25T10:10:13
optimized_20260525_145607,optimized,1,5,GLOBAL,round_5_global_metrics,success,0x7552e6d0716cd07a024487b23fd2be5327416729853003bc327ec3080f5b8dcc,https://basescan.org/tx/0x7552e6d0716cd07a024487b23fd2be5327416729853003bc327ec3080f5b8dcc,QmWr9jFnCsZKUaP6eRPM7CNLpkmKxFdtuhM1trDY4Yd6A8,account_1,2026-05-25T10:10:13
optimized_20260525_145607,optimized,1,6,LOCAL,round_6_local,success,0x5cf111777a88eb5005aa3f961269a3b09eab425bcfb6a8b039ee6676657f4d75,https://basescan.org/tx/0x5cf111777a88eb5005aa3f961269a3b09eab425bcfb6a8b039ee6676657f4d75,QmRaEtTMHFQxqUo2JMV3xcy9xWymdMFWtWt53ZVPUKV8pA,account_1,2026-05-25T10:12:14
optimized_20260525_145607,optimized,1,6,VOTE,round_6_votes,success,0x96f3507f04c494b7d353f05d7ad8b2f4262dbac487aadb9a0362cbace407e224,https://basescan.org/tx/0x96f3507f04c494b7d353f05d7ad8b2f4262dbac487aadb9a0362cbace407e224,QmPYo7XEpvqSbYnYYsxnzVeN3ZTeMvMewRVwnzeBTnYfuu,account_1,2026-05-25T10:12:14
optimized_20260525_145607,optimized,1,6,GLOBAL,round_6_global_model,success,0xddc899216c46fe8de3076df7ce6d67414a962753eceaf376cd416787e537f816,https://basescan.org/tx/0xddc899216c46fe8de3076df7ce6d67414a962753eceaf376cd416787e537f816,QmU61MyxVfL2TuUpwkK4h3YCMYDmiaf981TDpBdTDAzfJ7,account_1,2026-05-25T10:13:36
optimized_20260525_145607,optimized,1,6,GLOBAL,round_6_global_metrics,success,0xddc899216c46fe8de3076df7ce6d67414a962753eceaf376cd416787e537f816,https://basescan.org/tx/0xddc899216c46fe8de3076df7ce6d67414a962753eceaf376cd416787e537f816,QmPZRLWCzrETG3cYhjhDDFwPL8nhsdGfn9zhGpCL6nXGqP,account_1,2026-05-25T10:13:37
optimized_20260525_145607,optimized,1,7,LOCAL,round_7_local,success,0xea0e3e7581403bb7deed2fdf49689571af002d21ea521084a8bd6af750603b2f,https://basescan.org/tx/0xea0e3e7581403bb7deed2fdf49689571af002d21ea521084a8bd6af750603b2f,QmU4m2q3eo37phcPU2bJ8Lih5SdqEfo7K8MeQaBMLVgyQo,account_1,2026-05-25T10:15:28
optimized_20260525_145607,optimized,1,7,VOTE,round_7_votes,success,0x393f3a2c0d61e15fc3ef9fd1f3c19ade819b5c296ed19088065f55f8e75f5432,https://basescan.org/tx/0x393f3a2c0d61e15fc3ef9fd1f3c19ade819b5c296ed19088065f55f8e75f5432,QmTDyt28ZC6Y6ry9UurTGyk83zh9LuuU2kFRmrDYcRagDd,account_1,2026-05-25T10:15:28
